date,rank,team,rating,perc_ratings,wins,losses,w_pct,sos,sos_rank,division,gender,season,is_final,key
9/10/20,117,Northern Arizona,-0.85,11.8,8,6,0.57,-1.22,181,College,Women,2020,1,10210
9/10/20,118,Wake Forest,-0.86,11.8,5,3,0.62,-1.45,204,College,Women,2020,1,10211
9/10/20,119,Montana State University,-0.86,11.8,5,3,0.62,-1.48,210,College,Women,2020,1,10212
9/10/20,120,SUNY-Stony Brook,-0.88,11.5,3,4,0.43,-0.34,62,College,Women,2020,1,10213
9/10/20,121,Chico State,-0.9,11.3,7,6,0.54,-1.08,162,College,Women,2020,1,10214
9/10/20,122,Tennessee,-0.91,11.2,10,9,0.53,-1.07,158,College,Women,2020,1,10215
9/10/20,123,Tulane,-0.91,11.2,7,6,0.54,-1.1,167,College,Women,2020,1,10216
9/10/20,124,Allegheny,-0.93,11,6,2,0.75,-2.24,251,College,Women,2020,1,10217
9/10/20,125,Whitman,-0.97,10.7,3,6,0.33,-0.08,45,College,Women,2020,1,10218
9/10/20,126,Catholic,-0.97,10.6,6,7,0.46,-0.8,114,College,Women,2020,1,10219
9/10/20,127,DePaul,-0.98,10.5,5,2,0.71,-2.17,249,College,Women,2020,1,10220
9/10/20,128,Clemson,-0.99,10.5,5,8,0.38,-0.47,75,College,Women,2020,1,10221
9/10/20,129,North Georgia,-1.02,10.1,10,11,0.48,-0.83,121,College,Women,2020,1,10222
9/10/20,130,Maryland,-1.03,10.1,5,8,0.38,-0.44,71,College,Women,2020,1,10223
9/10/20,131,Pittsburgh B,-1.04,10,3,3,0.5,-1.08,161,College,Women,2020,1,10224
9/10/20,132,LSU,-1.04,10,6,4,0.6,-1.6,224,College,Women,2020,1,10225
9/10/20,133,Yale,-1.06,9.9,3,4,0.43,-0.8,113,College,Women,2020,1,10226
9/10/20,134,Miami (Ohio),-1.09,9.5,4,3,0.57,-1.61,225,College,Women,2020,1,10227
9/10/20,135,Iowa,-1.11,9.4,4,4,0.5,-1.18,174,College,Women,2020,1,10228
9/10/20,136,Washington B,-1.12,9.3,2,3,0.4,-0.67,95,College,Women,2020,1,10229
9/10/20,137,Wisconsin-Eau Claire,-1.15,9,4,3,0.57,-1.48,209,College,Women,2020,1,10230
9/10/20,138,Texas B,-1.19,8.7,6,7,0.46,-1.02,153,College,Women,2020,1,10231
9/10/20,139,Nevada-Reno,-1.2,8.6,7,6,0.54,-1.48,208,College,Women,2020,1,10232
9/10/20,140,George Washington B,-1.21,8.6,3,4,0.43,-0.89,134,College,Women,2020,1,10233
9/10/20,141,Southern California,-1.21,8.6,6,8,0.43,-0.89,133,College,Women,2020,1,10234
9/10/20,142,North Carolina-Wilmington,-1.21,8.5,5,13,0.28,0.02,38,College,Women,2020,1,10235
9/10/20,143,MIT,-1.22,8.5,7,7,0.5,-1.31,186,College,Women,2020,1,10236
9/10/20,144,Bowdoin,-1.24,8.3,1,3,0.25,0.12,30,College,Women,2020,1,10237
9/10/20,145,Macalester,-1.27,8.1,5,6,0.45,-0.95,142,College,Women,2020,1,10238
9/10/20,146,UCLA B,-1.3,7.9,8,9,0.47,-1.18,176,College,Women,2020,1,10239
9/10/20,147,Tulsa,-1.31,7.8,6,6,0.5,-1.36,197,College,Women,2020,1,10240
9/10/20,148,West Virginia,-1.32,7.8,9,11,0.45,-1.09,164,College,Women,2020,1,10241
9/10/20,149,Washington University B,-1.33,7.7,3,4,0.43,-1.06,155,College,Women,2020,1,10242
9/10/20,150,Drexel,-1.34,7.6,2,4,0.33,-0.65,94,College,Women,2020,1,10243
9/10/20,151,Virginia Commonwealth,-1.34,7.6,2,4,0.33,-0.63,89,College,Women,2020,1,10244
9/10/20,152,Michigan B,-1.35,7.6,2,3,0.4,-1.03,154,College,Women,2020,1,10245
9/10/20,153,Rhode Island,-1.36,7.5,3,4,0.43,-1.12,169,College,Women,2020,1,10246
9/10/20,154,Penn State,-1.42,7.1,1,4,0.2,0.04,37,College,Women,2020,1,10247
9/10/20,155,Santa Clara,-1.42,7.1,5,7,0.42,-1.08,160,College,Women,2020,1,10248
9/10/20,156,Colorado B,-1.42,7.1,7,8,0.47,-1.26,183,College,Women,2020,1,10249
9/10/20,157,Brown,-1.43,7,4,8,0.33,-0.7,99,College,Women,2020,1,10250
9/10/20,158,North Carolina-Asheville,-1.44,7,1,1,0.5,-2.02,244,College,Women,2020,1,10251
9/10/20,159,Humboldt State,-1.44,6.9,2,3,0.4,-1.18,175,College,Women,2020,1,10252
9/10/20,160,Massachusetts,-1.45,6.9,2,7,0.22,-0.06,43,College,Women,2020,1,10253
9/10/20,161,St Benedict,-1.49,6.6,2,4,0.33,-0.89,132,College,Women,2020,1,10254
9/10/20,162,Alabama-Huntsville,-1.52,6.4,4,9,0.31,-0.69,98,College,Women,2020,1,10255
9/10/20,163,Tennessee-Chattanooga,-1.56,6.2,5,6,0.45,-1.45,205,College,Women,2020,1,10256
9/10/20,164,Air Force,-1.57,6.2,7,10,0.41,-1.2,178,College,Women,2020,1,10257
9/10/20,165,Williams,-1.59,6,2,5,0.29,-0.79,111,College,Women,2020,1,10258
9/10/20,166,Seattle,-1.6,5.9,2,4,0.33,-0.96,147,College,Women,2020,1,10259
9/10/20,167,Arizona State,-1.64,5.7,5,8,0.38,-1.15,172,College,Women,2020,1,10260
9/10/20,168,East Carolina,-1.65,5.7,2,5,0.29,-0.77,108,College,Women,2020,1,10261
9/10/20,169,Vermont B,-1.66,5.7,2,5,0.29,-0.79,110,College,Women,2020,1,10262
9/10/20,170,Berry,-1.71,5.4,3,3,0.5,-2.05,245,College,Women,2020,1,10263
9/10/20,171,Alabama-Birmingham,-1.71,5.4,2,5,0.29,-0.86,126,College,Women,2020,1,10264
9/10/20,172,Amherst College,-1.71,5.4,6,12,0.33,-0.9,135,College,Women,2020,1,10265
9/10/20,173,Georgia State,-1.74,5.2,3,4,0.43,-1.53,216,College,Women,2020,1,10266
9/10/20,174,Wisconsin-Milwaukee,-1.75,5.2,5,10,0.33,-0.86,127,College,Women,2020,1,10267
9/10/20,175,Florida B,-1.76,5.1,7,8,0.47,-1.74,235,College,Women,2020,1,10268
9/10/20,176,Luther,-1.78,5.1,4,3,0.57,-2.32,254,College,Women,2020,1,10269
9/10/20,177,SUNY-Fredonia,-1.81,4.9,2,5,0.29,-0.99,150,College,Women,2020,1,10270
9/10/20,178,Texas Christian,-1.81,4.9,4,8,0.33,-1.07,157,College,Women,2020,1,10271
9/10/20,179,Oregon,-1.84,4.8,2,12,0.14,0,40,College,Women,2020,1,10272
9/10/20,180,Johns Hopkins,-1.84,4.8,7,9,0.44,-1.62,226,College,Women,2020,1,10273
9/10/20,181,Christopher Newport,-1.84,4.8,2,5,0.29,-0.96,144,College,Women,2020,1,10274
9/10/20,182,Minnesota-Duluth,-1.84,4.7,2,5,0.29,-0.93,139,College,Women,2020,1,10275
9/10/20,183,Ithaca,-1.85,4.7,2,4,0.33,-1.34,193,College,Women,2020,1,10276
9/10/20,184,Lehigh B,-1.87,4.6,2,4,0.33,-1.3,185,College,Women,2020,1,10277
9/10/20,185,SUNY-Albany,-1.9,4.5,5,8,0.38,-1.52,214,College,Women,2020,1,10278
9/10/20,186,Georgia College,-1.91,4.4,5,12,0.29,-0.95,143,College,Women,2020,1,10279
9/10/20,187,Boise State,-1.92,4.4,3,5,0.38,-1.55,219,College,Women,2020,1,10280
9/10/20,188,Sonoma State,-1.94,4.3,4,8,0.33,-1.21,179,College,Women,2020,1,10281
9/10/20,189,Akron,-1.95,4.3,2,4,0.33,-1.22,180,College,Women,2020,1,10282
9/10/20,190,California-Irvine,-1.98,4.1,3,4,0.43,-1.97,240,College,Women,2020,1,10283
9/10/20,191,Baylor,-2.06,3.9,2,5,0.29,-1.29,184,College,Women,2020,1,10284
9/10/20,192,Appalachian State,-2.06,3.8,0,5,0,1.04,2,College,Women,2020,1,10285
9/10/20,193,Portland State,-2.07,3.8,1,5,0.17,-0.6,87,College,Women,2020,1,10286
9/10/20,194,Shippensburg,-2.07,3.8,2,4,0.33,-1.68,231,College,Women,2020,1,10287
9/10/20,195,SUNY Cortland,-2.08,3.8,6,6,0.5,-2.27,253,College,Women,2020,1,10288
9/10/20,196,Claremont,-2.09,3.7,2,8,0.2,-0.73,103,College,Women,2020,1,10289
9/10/20,197,Notre Dame,-2.1,3.7,0,5,0,0.28,23,College,Women,2020,1,10290
9/10/20,198,North Carolina B,-2.1,3.7,1,5,0.17,-0.87,128,College,Women,2020,1,10291
9/10/20,199,Oklahoma,-2.11,3.7,4,9,0.31,-1.12,170,College,Women,2020,1,10292
9/10/20,200,Arkansas,-2.14,3.6,5,9,0.36,-1.56,220,College,Women,2020,1,10293
9/10/20,201,Grinnell,-2.14,3.6,4,9,0.31,-1.23,182,College,Women,2020,1,10294
9/10/20,202,Victoria,-2.15,3.5,0,5,0,0.42,18,College,Women,2020,1,10295
9/10/20,203,Georgia Tech B,-2.16,3.5,2,4,0.33,-1.78,236,College,Women,2020,1,10296
9/10/20,204,Wisconsin-La Crosse,-2.2,3.4,0,4,0,0.07,35,College,Women,2020,1,10297
9/10/20,205,Nebraska,-2.26,3.2,4,8,0.33,-1.33,192,College,Women,2020,1,10298
9/10/20,206,American B,-2.31,3,1,5,0.17,-0.83,120,College,Women,2020,1,10299
9/10/20,207,Messiah,-2.32,3,3,5,0.38,-2.08,247,College,Women,2020,1,10300
9/10/20,208,Sam Houston State,-2.38,2.8,1,5,0.17,-1.01,151,College,Women,2020,1,10301
9/10/20,209,Virginia B,-2.4,2.8,2,10,0.17,-0.76,107,College,Women,2020,1,10302
9/10/20,210,Georgia Southern,-2.43,2.7,1,5,0.17,-1.11,168,College,Women,2020,1,10303
9/10/20,211,Franciscan,-2.45,2.7,1,4,0.2,-1.5,213,College,Women,2020,1,10304
9/10/20,212,Ohio State B,-2.47,2.6,3,10,0.23,-1.19,177,College,Women,2020,1,10305
9/10/20,213,Ave Maria,-2.49,2.5,1,2,0.33,-2.66,255,College,Women,2020,1,10306
9/10/20,214,Muhlenberg,-2.51,2.5,1,3,0.25,-1.99,243,College,Women,2020,1,10307
9/10/20,215,Jacksonville State,-2.51,2.5,1,6,0.14,-1.07,156,College,Women,2020,1,10308
9/10/20,216,Arizona,-2.53,2.4,3,9,0.25,-1.37,199,College,Women,2020,1,10309
9/10/20,217,Knox,-2.57,2.3,1,5,0.17,-1.35,195,College,Women,2020,1,10310
9/10/20,218,Wisconsin B,-2.63,2.2,2,5,0.29,-1.72,234,College,Women,2020,1,10311
9/10/20,219,Xavier,-2.63,2.2,1,5,0.17,-1.1,165,College,Women,2020,1,10312
9/10/20,220,Harvard,-2.65,2.2,0,6,0,-0.22,54,College,Women,2020,1,10313
9/10/20,221,Hofstra,-2.67,2.1,2,5,0.29,-2.07,246,College,Women,2020,1,10314
9/10/20,222,Columbia B,-2.75,2,0,4,0,-1.14,171,College,Women,2020,1,10315
9/10/20,223,Charleston,-2.82,1.8,0,6,0,-0.54,81,College,Women,2020,1,10316
9/10/20,224,Temple B,-2.82,1.8,1,4,0.2,-2.08,248,College,Women,2020,1,10317
9/10/20,225,Lewis & Clark,-2.84,1.8,0,6,0,-0.53,79,College,Women,2020,1,10318
9/10/20,226,Princeton,-2.85,1.8,0,5,0,-0.92,137,College,Women,2020,1,10319
9/10/20,227,Wisconsin-Oshkosh,-2.85,1.8,1,5,0.17,-1.71,233,College,Women,2020,1,10320
9/10/20,228,Montana,-2.85,1.8,1,6,0.14,-1.57,221,College,Women,2020,1,10321
9/10/20,229,Salisbury,-2.86,1.8,1,6,0.14,-1.39,200,College,Women,2020,1,10322
9/10/20,230,Florida Tech,-2.89,1.7,1,4,0.2,-2.18,250,College,Women,2020,1,10323
9/10/20,231,Pacific Lutheran B,-2.92,1.7,0,5,0,-0.82,118,College,Women,2020,1,10324
9/10/20,232,RIT,-2.96,1.6,0,6,0,-0.74,104,College,Women,2020,1,10325
9/10/20,233,Haverford/Bryn Mawr B,-2.96,1.6,1,5,0.17,-1.95,239,College,Women,2020,1,10326
9/10/20,234,FSU B,-3.03,1.5,2,8,0.2,-1.93,238,College,Women,2020,1,10327
9/10/20,235,Belmont,-3.03,1.5,1,11,0.08,-0.96,145,College,Women,2020,1,10328
9/10/20,236,Arizona B,-3.04,1.5,0,6,0,-0.57,85,College,Women,2020,1,10329
9/10/20,237,Colorado School of Mines,-3.09,1.4,1,8,0.11,-1.37,198,College,Women,2020,1,10330
9/10/20,238,Miami,-3.19,1.3,1,6,0.14,-1.97,241,College,Women,2020,1,10331
9/10/20,239,Drake University,-3.21,1.2,1,6,0.14,-1.67,229,College,Women,2020,1,10332
9/10/20,240,Houston,-3.22,1.2,0,6,0,-1.01,152,College,Women,2020,1,10333
9/10/20,241,Towson B,-3.23,1.2,0,8,0,-0.59,86,College,Women,2020,1,10334
9/10/20,242,California B,-3.27,1.2,2,11,0.15,-1.62,227,College,Women,2020,1,10335
9/10/20,243,California-Davis B,-3.3,1.1,2,11,0.15,-1.63,228,College,Women,2020,1,10336
9/10/20,244,Missouri,-3.31,1.1,2,10,0.17,-1.85,237,College,Women,2020,1,10337
9/10/20,245,Goucher,-3.32,1.1,2,11,0.15,-1.49,212,College,Women,2020,1,10338
9/10/20,246,Cal Poly SLO B,-3.34,1.1,1,10,0.09,-1.17,173,College,Women,2020,1,10339
9/10/20,247,Idaho,-3.44,1,0,6,0,-1.42,201,College,Women,2020,1,10340
9/10/20,248,Ohio Wesleyan,-3.45,1,0,6,0,-0.96,148,College,Women,2020,1,10341
9/10/20,249,North Texas,-3.57,0.9,0,11,0,-0.53,78,College,Women,2020,1,10342
9/10/20,250,Kansas State,-3.59,0.9,0,6,0,-1.34,194,College,Women,2020,1,10343
9/10/20,251,Oberlin B,-3.68,0.8,0,6,0,-1.58,222,College,Women,2020,1,10344
9/10/20,252,SUNY-Buffalo,-3.86,0.7,1,12,0.08,-1.7,232,College,Women,2020,1,10345
9/10/20,253,Northwestern B,-3.87,0.6,0,6,0,-1.68,230,College,Women,2020,1,10346
9/10/20,254,College of New Jersey,-3.89,0.6,0,6,0,-1.99,242,College,Women,2020,1,10347
9/10/20,255,Emory B,-4.04,0.6,0,10,0,-1.53,215,College,Women,2020,1,10348
