event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date
Texas 2 Finger 2015,Club - Men,76399,Flash Flood!,6,Zero Gravity,15,2015-06-28
Texas 2 Finger 2015,Club - Men,76400,Hype,15,Houston Helix,5,2015-06-28
Texas 2 Finger 2015,Club - Men,76402,Deaf Fruit,F,Papa Bear,W,2015-06-28
Texas 2 Finger 2015,Club - Men,76403,Flash Flood!,W,Houston Helix,F,2015-06-28
Texas 2 Finger 2015,Club - Women,76338,Showdown,15,ohana means family,7,2015-06-27
Texas 2 Finger 2015,Club - Women,76339,Maeve,15,Queen Cake,7,2015-06-27
Texas 2 Finger 2015,Club - Women,76340,Inferno,15,Temptress,1,2015-06-27
Texas 2 Finger 2015,Club - Women,76341,Jackwagon,15,Texas Tango,0,2015-06-27
Texas 2 Finger 2015,Club - Women,76342,Showdown,13,Maeve,9,2015-06-27
Texas 2 Finger 2015,Club - Women,76343,Inferno,8,Jackwagon,15,2015-06-27
Texas 2 Finger 2015,Club - Women,76344,ohana means family,15,Queen Cake,8,2015-06-27
Texas 2 Finger 2015,Club - Women,76345,Temptress,11,Texas Tango,10,2015-06-27
Texas 2 Finger 2015,Club - Women,76346,Showdown,15,Inferno,4,2015-06-27
Texas 2 Finger 2015,Club - Women,76347,Maeve,15,Jackwagon,10,2015-06-27
Texas 2 Finger 2015,Club - Women,76348,ohana means family,15,Temptress,3,2015-06-27
Texas 2 Finger 2015,Club - Women,76349,Queen Cake,15,Texas Tango,2,2015-06-27
Texas 2 Finger 2015,Club - Women,76350,Showdown,15,Texas Tango,0,2015-06-27
Texas 2 Finger 2015,Club - Women,76351,Maeve,15,Temptress,1,2015-06-27
Texas 2 Finger 2015,Club - Women,76352,Inferno,8,Queen Cake,10,2015-06-27
Texas 2 Finger 2015,Club - Women,76353,Jackwagon,15,ohana means family,13,2015-06-27
Texas 2 Finger 2015,Club - Women,76358,Showdown,15,Jackwagon,4,2015-06-28
Texas 2 Finger 2015,Club - Women,76359,Maeve,13,ohana means family,11,2015-06-28
Texas 2 Finger 2015,Club - Women,76360,Inferno,15,Texas Tango,1,2015-06-28
Texas 2 Finger 2015,Club - Women,76361,Queen Cake,15,Temptress,1,2015-06-28
Texas 2 Finger 2015,Club - Women,76354,Showdown,15,Temptress,1,2015-06-28
Texas 2 Finger 2015,Club - Women,76355,Maeve,15,Inferno,9,2015-06-28
Texas 2 Finger 2015,Club - Women,76356,ohana means family,15,Texas Tango,1,2015-06-28
Texas 2 Finger 2015,Club - Women,76357,Jackwagon,11,Queen Cake,8,2015-06-28
Texas 2 Finger 2015,Club - Women,76362,Showdown,15,Queen Cake,3,2015-06-28
Texas 2 Finger 2015,Club - Women,76363,Maeve,15,Texas Tango,4,2015-06-28
Texas 2 Finger 2015,Club - Women,76364,Inferno,15,ohana means family,12,2015-06-28
Texas 2 Finger 2015,Club - Women,76365,Jackwagon,15,Temptress,3,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75885,Rubix,15,Risky Business,6,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75886,tHUMP,13,BLOB,12,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75887,bHUMP,11,LadyMeat,10,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75888,Rubix,15,LadyMeat,2,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75889,tHUMP,9,Risky Business,12,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75890,bHUMP,13,BLOB,15,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75891,Rubix,15,bHUMP,4,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75892,tHUMP,13,LadyMeat,7,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75893,Risky Business,15,BLOB,8,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75894,Rubix,13,tHUMP,8,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75895,Risky Business,15,bHUMP,8,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75896,BLOB,15,LadyMeat,8,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75897,Rubix,15,BLOB,5,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75898,tHUMP,15,bHUMP,4,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75899,Risky Business,11,LadyMeat,7,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75900,Public Enemy,15,Beta Iota Delta,5,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75901,Remedy,14,Lakefire,12,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75902,Bexar Necessities,15,cHUMP,4,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75903,Public Enemy,15,cHUMP,2,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75904,Remedy,6,Beta Iota Delta,13,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75905,Bexar Necessities,11,Lakefire,13,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75906,Public Enemy,15,Bexar Necessities,5,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75907,Remedy,15,cHUMP,2,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75908,Beta Iota Delta,9,Lakefire,11,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75909,Public Enemy,15,Remedy,4,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75910,Beta Iota Delta,13,Bexar Necessities,6,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75911,Lakefire,15,cHUMP,8,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75912,Public Enemy,15,Lakefire,7,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75913,Remedy,15,Bexar Necessities,7,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75914,Beta Iota Delta,15,cHUMP,3,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75919,Rubix,15,Public Enemy,14,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75917,Rubix,15,Beta Iota Delta,5,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75918,Risky Business,9,Public Enemy,15,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75915,tHUMP,12,Beta Iota Delta,13,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75916,Lakefire,5,Risky Business,15,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75920,Beta Iota Delta,6,Risky Business,11,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75921,tHUMP,11,Lakefire,8,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75926,BLOB,14,Remedy,15,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75924,BLOB,15,LadyMeat,7,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75925,bHUMP,6,Remedy,15,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75922,LadyMeat,14,Bexar Necessities,12,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75923,cHUMP,6,bHUMP,15,2015-06-27
Texas 2 Finger 2015,Club - Mixed,75927,bHUMP,F,LadyMeat,F,2015-06-28
Texas 2 Finger 2015,Club - Mixed,75928,cHUMP,7,Bexar Necessities,15,2015-06-28
San Diego Slammer 2015,Club - Men,76015,Streetgang,13,Oaks,6,2015-06-27
San Diego Slammer 2015,Club - Men,76016,Beachfront Property,11,Renegade,13,2015-06-27
San Diego Slammer 2015,Club - Men,76017,Streetgang,13,Beachfront Property,6,2015-06-27
San Diego Slammer 2015,Club - Men,76018,General Strike,13,Renegade,7,2015-06-27
San Diego Slammer 2015,Club - Men,76019,Renegade,13,Oaks,6,2015-06-27
San Diego Slammer 2015,Club - Men,76020,General Strike,13,Beachfront Property,11,2015-06-27
San Diego Slammer 2015,Club - Men,76021,Streetgang,13,Renegade,9,2015-06-27
San Diego Slammer 2015,Club - Men,76022,General Strike,13,Oaks,9,2015-06-27
San Diego Slammer 2015,Club - Men,76023,Streetgang,13,General Strike,6,2015-06-27
San Diego Slammer 2015,Club - Men,76024,Beachfront Property,15,Oaks,14,2015-06-27
San Diego Slammer 2015,Club - Men,76229,Madison Club,15,Sprawl,7,2015-06-27
San Diego Slammer 2015,Club - Men,76230,Boost FC,14,PowderHogs,11,2015-06-27
San Diego Slammer 2015,Club - Men,76231,Madison Club,15,PowderHogs,9,2015-06-27
San Diego Slammer 2015,Club - Men,76232,Boost FC,15,Sprawl,14,2015-06-27
San Diego Slammer 2015,Club - Men,76233,Madison Club,15,Boost FC,4,2015-06-27
San Diego Slammer 2015,Club - Men,76234,Sprawl,12,PowderHogs,13,2015-06-27
San Diego Slammer 2015,Club - Men,76235,Maximum Security,11,Alberta Flatball Club,13,2015-06-27
San Diego Slammer 2015,Club - Men,76236,Gridlock,9,Sundowners,13,2015-06-27
San Diego Slammer 2015,Club - Men,76237,Maximum Security,8,Gridlock,12,2015-06-27
San Diego Slammer 2015,Club - Men,76238,Air Show,4,Sundowners,13,2015-06-27
San Diego Slammer 2015,Club - Men,76239,Sundowners,10,Alberta Flatball Club,13,2015-06-27
San Diego Slammer 2015,Club - Men,76240,Air Show,7,Gridlock,13,2015-06-27
San Diego Slammer 2015,Club - Men,76241,Maximum Security,4,Sundowners,13,2015-06-27
San Diego Slammer 2015,Club - Men,76242,Air Show,7,Alberta Flatball Club,13,2015-06-27
San Diego Slammer 2015,Club - Men,76243,Maximum Security,13,Air Show,12,2015-06-27
San Diego Slammer 2015,Club - Men,76244,Gridlock,13,Alberta Flatball Club,14,2015-06-27
San Diego Slammer 2015,Club - Men,76060,Streetgang,11,Madison Club,15,2015-06-28
San Diego Slammer 2015,Club - Men,76058,Streetgang,14,Boost FC,8,2015-06-28
San Diego Slammer 2015,Club - Men,76059,Madison Club,15,PowderHogs,7,2015-06-28
San Diego Slammer 2015,Club - Men,76054,Streetgang,11,Sprawl,8,2015-06-28
San Diego Slammer 2015,Club - Men,76055,Boost FC,12,Renegade,8,2015-06-28
San Diego Slammer 2015,Club - Men,76056,Madison Club,13,Beachfront Property,7,2015-06-28
San Diego Slammer 2015,Club - Men,76057,General Strike,7,PowderHogs,13,2015-06-28
San Diego Slammer 2015,Club - Men,76050,Sprawl,13,Oaks,7,2015-06-28
San Diego Slammer 2015,Club - Men,76051,Renegade,13,Alberta Flatball Club,9,2015-06-28
San Diego Slammer 2015,Club - Men,76052,Beachfront Property,13,Gridlock,7,2015-06-28
San Diego Slammer 2015,Club - Men,76053,PowderHogs,13,Sundowners,7,2015-06-28
San Diego Slammer 2015,Club - Men,76073,Renegade,12,General Strike,11,2015-06-28
San Diego Slammer 2015,Club - Men,76071,Sprawl,8,Renegade,9,2015-06-28
San Diego Slammer 2015,Club - Men,76072,Beachfront Property,6,General Strike,13,2015-06-28
San Diego Slammer 2015,Club - Men,76074,Sprawl,13,Beachfront Property,7,2015-06-28
San Diego Slammer 2015,Club - Men,76509,Maximum Security,13,Gridlock,10,2015-06-28
San Diego Slammer 2015,Club - Men,76510,Sundowners,13,Alberta Flatball Club,9,2015-06-28
San Diego Slammer 2015,Club - Men,76511,Oaks,13,Air Show,5,2015-06-28
San Diego Slammer 2015,Club - Men,76512,Air Show,12,Maximum Security,9,2015-06-28
San Diego Slammer 2015,Club - Men,76513,Gridlock,12,Oaks,11,2015-06-28
US Open Ultimate Championships 2015,Club - Men,76264,Johnny Bravo,14,Truck Stop,12,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76265,Ring of Fire,15,Furious George,11,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76276,Johnny Bravo,15,Furious George,9,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76277,Ring of Fire,13,PoNY,14,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76266,PoNY,13,Inside Rakete,15,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76278,Truck Stop,15,Inside Rakete,5,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76274,Ring of Fire,12,Truck Stop,14,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76275,PoNY,15,Furious George,10,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76270,Johnny Bravo,15,PoNY,8,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76272,Truck Stop,12,Furious George,14,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76273,Johnny Bravo,13,Inside Rakete,15,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76267,Johnny Bravo,14,Ring of Fire,11,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76268,Truck Stop,15,PoNY,6,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76271,Ring of Fire,15,Inside Rakete,13,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76269,Furious George,15,Inside Rakete,11,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76279,Ironside,14,Revolver,15,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76292,GOAT,14,Temper,16,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76280,GOAT,15,Great Britain,13,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76281,Temper,13,Team Colombia,11,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76291,Ironside,15,Great Britain,10,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76293,Revolver,15,Team Colombia,7,2015-07-02
US Open Ultimate Championships 2015,Club - Men,76289,GOAT,8,Revolver,15,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76285,Ironside,15,Temper,12,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76288,Ironside,14,Team Colombia,8,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76290,Temper,13,Great Britain,15,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76282,Ironside,16,GOAT,17,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76283,Revolver,15,Temper,10,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76286,GOAT,13,Team Colombia,12,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76287,Revolver,15,Great Britain,10,2015-07-03
US Open Ultimate Championships 2015,Club - Men,76284,Great Britain,15,Team Colombia,6,2015-07-04
US Open Ultimate Championships 2015,Club - Men,76296,GOAT,11,Revolver,15,2015-07-05
US Open Ultimate Championships 2015,Club - Men,76294,Johnny Bravo,12,GOAT,14,2015-07-04
US Open Ultimate Championships 2015,Club - Men,76295,Revolver,15,Truck Stop,12,2015-07-04
US Open Ultimate Championships 2015,Club - Men,76297,PoNY,9,Ironside,13,2015-07-04
US Open Ultimate Championships 2015,Club - Men,76298,Ring of Fire,17,Great Britain,16,2015-07-04
US Open Ultimate Championships 2015,Club - Men,76299,Furious George,10,Temper,15,2015-07-04
US Open Ultimate Championships 2015,Club - Men,76300,Inside Rakete,14,Team Colombia,11,2015-07-04
US Open Ultimate Championships 2015,Club - Women,76301,Scandal,15,Showdown,8,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76302,Brute Squad,15,Heist,10,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76304,Scandal,12,Heist,10,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76305,Brute Squad,15,Traffic,10,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76303,Traffic,15,Fusion,11,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76308,Brute Squad,15,Showdown,9,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76309,Traffic,15,Heist,11,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76306,Showdown,15,Fusion,11,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76307,Scandal,15,Fusion,10,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76310,Scandal,13,Traffic,15,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76312,Showdown,13,Heist,14,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76313,Scandal,12,Brute Squad,13,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76314,Showdown,10,Traffic,14,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76311,Brute Squad,15,Fusion,5,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76315,Heist,12,Fusion,10,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76316,Fury,15,Ozone,10,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76317,Seattle Riot,14,Schwa,9,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76318,Nightlock,14,Phoenix,7,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76319,Fury,15,Schwa,4,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76320,Seattle Riot,15,Nightlock,9,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76321,Ozone,13,Phoenix,8,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76322,Fury,15,Phoenix,5,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76323,Seattle Riot,15,Ozone,5,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76324,Nightlock,13,Schwa,10,2015-07-02
US Open Ultimate Championships 2015,Club - Women,76325,Fury,15,Nightlock,6,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76326,Seattle Riot,12,Phoenix,9,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76327,Ozone,14,Schwa,10,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76328,Fury,10,Seattle Riot,15,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76329,Ozone,10,Nightlock,15,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76330,Schwa,13,Phoenix,10,2015-07-03
US Open Ultimate Championships 2015,Club - Women,76333,Fury,14,Seattle Riot,13,2015-07-05
US Open Ultimate Championships 2015,Club - Women,76331,Brute Squad,13,Fury,15,2015-07-04
US Open Ultimate Championships 2015,Club - Women,76332,Seattle Riot,15,Traffic,14,2015-07-04
US Open Ultimate Championships 2015,Club - Women,76334,Scandal,12,Nightlock,14,2015-07-04
US Open Ultimate Championships 2015,Club - Women,76335,Heist,15,Ozone,12,2015-07-04
US Open Ultimate Championships 2015,Club - Women,76336,Showdown,12,Schwa,9,2015-07-04
US Open Ultimate Championships 2015,Club - Women,76337,Fusion,14,Phoenix,11,2015-07-04
US Open Ultimate Championships 2015,Club - Mixed,76194,Drag'n Thrust,15,Polar Bears,14,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76195,Wild Card,15,Bird,9,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76206,Drag'n Thrust,14,Bird,9,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76207,Wild Card,15,American Barbecue,6,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76196,American Barbecue,6,Ellipsis,15,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76208,Polar Bears,10,Ellipsis,15,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76204,Wild Card,11,Polar Bears,15,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76205,American Barbecue,12,Bird,13,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76200,Drag'n Thrust,15,American Barbecue,8,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76202,Polar Bears,15,Bird,7,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76203,Drag'n Thrust,14,Ellipsis,15,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76197,Drag'n Thrust,15,Wild Card,10,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76198,Polar Bears,14,American Barbecue,9,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76201,Wild Card,11,Ellipsis,9,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76199,Bird,7,Ellipsis,15,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76209,Seattle Mixtape,9,Slow White,15,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76210,The Chad Larson Experience,15,UNION,12,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76221,Seattle Mixtape,14,UNION,11,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76222,The Chad Larson Experience,15,Cahoots,5,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76211,Cahoots,14,Team Colombia,9,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76223,Slow White,15,Team Colombia,5,2015-07-02
US Open Ultimate Championships 2015,Club - Mixed,76219,The Chad Larson Experience,14,Slow White,12,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76220,Cahoots,8,UNION,12,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76215,Seattle Mixtape,15,Cahoots,12,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76217,Slow White,9,UNION,15,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76218,Seattle Mixtape,15,Team Colombia,4,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76212,Seattle Mixtape,15,The Chad Larson Experience,14,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76213,Slow White,15,Cahoots,12,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76216,The Chad Larson Experience,15,Team Colombia,5,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76214,UNION,10,Team Colombia,9,2015-07-03
US Open Ultimate Championships 2015,Club - Mixed,76226,Ellipsis,15,Seattle Mixtape,13,2015-07-05
US Open Ultimate Championships 2015,Club - Mixed,76224,Ellipsis,15,The Chad Larson Experience,9,2015-07-04
US Open Ultimate Championships 2015,Club - Mixed,76225,Seattle Mixtape,16,Drag'n Thrust,14,2015-07-04
US Open Ultimate Championships 2015,Club - Mixed,76227,Polar Bears,11,UNION,13,2015-07-04
US Open Ultimate Championships 2015,Club - Mixed,76261,Wild Card,15,Slow White,14,2015-07-04
US Open Ultimate Championships 2015,Club - Mixed,76262,Bird,12,Cahoots,11,2015-07-04
US Open Ultimate Championships 2015,Club - Mixed,76263,American Barbecue,8,Team Colombia,13,2015-07-04
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76806,Sockeye,13,Omen,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76807,Florida United,12,Inception,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76810,Sockeye,10,Florida United,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76811,Omen,5,Inception,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76808,Sockeye,13,Inception,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76809,Florida United,13,Omen,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76812,Doublewide,11,Garden State Ultimate,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76813,HIGH FIVE,12,Plex,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76816,Doublewide,11,HIGH FIVE,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76817,Garden State Ultimate,11,Plex,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76814,Doublewide,13,Plex,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76815,HIGH FIVE,12,Garden State Ultimate,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76818,Chicago Machine,11,Sprawl,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76819,Madison Club,13,Garuda,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76822,Chicago Machine,13,Madison Club,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76823,Sprawl,13,Garuda,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76820,Chicago Machine,13,Garuda,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76821,Madison Club,10,Sprawl,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76824,Prairie Fire,4,Patrol,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76825,Sub Zero,13,PowderHogs,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76828,Prairie Fire,12,Sub Zero,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76829,Patrol,12,PowderHogs,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76826,Prairie Fire,12,PowderHogs,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76827,Sub Zero,10,Patrol,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,77261,Omen,3,Garuda,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,77262,Plex,9,PowderHogs,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,77263,Omen,9,PowderHogs,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,77264,Plex,11,Garuda,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,77265,Omen,7,Plex,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,77266,Garuda,13,PowderHogs,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76840,HIGH FIVE,13,Chicago Machine,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76838,HIGH FIVE,10,Patrol,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76839,Chicago Machine,10,Doublewide,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76834,Florida United,9,HIGH FIVE,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76835,Patrol,12,Garden State Ultimate,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76836,Chicago Machine,10,Prairie Fire,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76837,Doublewide,10,Sockeye,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76830,HIGH FIVE,13,Madison Club,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76831,Sprawl,8,Garden State Ultimate,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76832,Inception,10,Prairie Fire,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76833,Sub Zero,8,Sockeye,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76890,Patrol,11,Doublewide,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76896,Florida United,10,Sockeye,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76894,Florida United,9,Garden State Ultimate,4,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76895,Prairie Fire,7,Sockeye,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76897,Garden State Ultimate,11,Prairie Fire,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76898,Madison Club,10,Sub Zero,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76900,Madison Club,10,Inception,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76901,Sprawl,12,Sub Zero,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76899,Inception,12,Sprawl,7,2015-07-12
